Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
3084,John Morton\mortojo01,SF,24,TOT,25,0,10.8,1.4,3.7,.387,0.1,0.6,.125,1.4,3.1,.442,.398,1.3,1.5,.842,0.2,0.8,1.0,1.3,0.5,0.0,1.1,0.9,4.2
3085,John Morton\mortojo01,SG,24,CLE,4,0,13.5,0.8,3.0,.250,0.0,0.3,.000,0.8,2.8,.273,.250,2.0,2.3,.889,0.8,1.0,1.8,1.3,0.3,0.0,1.0,0.8,3.5
3086,John Morton\mortojo01,SF,24,MIA,21,0,10.3,1.6,3.9,.407,0.1,0.7,.133,1.5,3.1,.470,.420,1.1,1.4,.828,0.1,0.8,0.9,1.3,0.6,0.0,1.1,1.0,4.4
3087,Chris Mullin*\mullich01,SF,28,GSW,81,81,41.3,10.2,19.6,.524,0.8,2.2,.366,9.5,17.4,.544,.544,4.3,5.2,.833,1.6,4.0,5.6,3.5,2.1,0.8,2.5,2.1,25.6
3088,Eric Murdock\murdoer01,PG,23,UTA,50,0,9.6,1.5,3.7,.415,0.1,0.5,.192,1.4,3.1,.452,.429,0.9,1.2,.754,0.4,0.7,1.1,1.8,0.6,0.1,1.0,1.0,4.1
3089,Tod Murphy\murphto01,PF,28,MIN,47,3,9.1,0.8,1.7,.488,0.0,0.0,.500,0.8,1.7,.487,.494,0.4,0.7,.559,0.8,1.6,2.3,0.2,0.2,0.2,0.4,0.9,2.1
3090,Jerrod Mustaf\mustaje01,PF,22,PHO,52,3,10.5,1.8,3.7,.477,0.0,0.0,,1.8,3.7,.477,.477,0.9,1.4,.690,0.9,1.9,2.8,0.9,0.4,0.3,1.0,1.1,4.5
3091,Dikembe Mutombo*\mutomdi01,C,25,DEN,71,71,38.3,6.0,12.2,.493,0.0,0.0,,6.0,12.2,.493,.493,4.5,7.0,.642,4.5,7.8,12.3,2.2,0.6,3.0,3.5,3.8,16.6
3092,Larry Nance\nancela01,PF,32,CLE,81,81,35.6,6.9,12.7,.539,0.0,0.1,.000,6.9,12.7,.542,.539,3.2,4.0,.822,2.6,5.6,8.3,2.9,1.0,3.0,1.1,2.5,17.0
3093,Ed Nealy\nealyed01,PF,31,PHO,52,4,9.7,1.2,2.3,.512,0.4,1.0,.400,0.8,1.4,.592,.595,0.3,0.5,.667,0.5,1.7,2.1,0.7,0.3,0.0,0.3,0.9,3.1
3094,Chuck Nevitt\nevitch01,C,32,CHI,4,0,2.3,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.8,0.5,0.5
3095,Johnny Newman\newmajo01,SF,28,CHH,55,55,30.0,5.4,11.2,.477,0.2,0.8,.283,5.1,10.4,.493,.488,4.3,5.6,.766,1.3,2.0,3.3,2.7,1.3,0.3,2.3,3.3,15.3
3096,Ken Norman\normake01,SF,27,LAC,77,24,26.1,5.2,10.7,.490,0.1,0.4,.143,5.2,10.3,.502,.492,1.6,2.9,.535,2.1,3.8,5.8,1.6,0.7,0.9,1.3,1.9,12.1
3097,Charles Oakley\oaklech01,PF,28,NYK,82,82,28.2,2.6,4.9,.522,0.0,0.0,.000,2.6,4.9,.526,.522,1.0,1.4,.735,3.1,5.4,8.5,1.6,0.8,0.2,1.5,3.1,6.2
3098,Alan Ogg\oggal01,C,24,MIA,43,0,8.5,1.1,2.0,.548,0.0,0.0,,1.1,2.0,.548,.548,0.4,0.7,.533,0.7,1.0,1.7,0.2,0.1,0.7,0.4,1.7,2.5
3099,Hakeem Olajuwon*\olajuha01,C,29,HOU,70,69,37.7,8.4,16.8,.502,0.0,0.0,.000,8.4,16.8,.503,.502,4.7,6.1,.766,3.5,8.6,12.1,2.2,1.8,4.3,2.7,3.8,21.6
3100,Brian Oliver\olivebr01,SG,23,PHI,34,0,8.2,1.0,2.9,.330,0.0,0.1,.000,1.0,2.8,.344,.330,0.4,0.6,.682,0.3,0.6,0.9,0.6,0.3,0.1,0.7,1.0,2.4
3101,Jimmy Oliver\oliveji01,SG,22,CLE,27,8,9.3,1.4,3.6,.398,0.0,0.3,.111,1.4,3.3,.427,.403,0.6,0.8,.773,0.3,0.7,1.0,0.7,0.3,0.1,0.3,0.8,3.6
3102,Billy Owens\owensbi01,PF,22,GSW,80,77,31.4,5.9,11.1,.525,0.0,0.1,.111,5.8,11.0,.529,.526,2.6,3.9,.654,3.0,5.0,8.0,2.4,1.1,0.8,2.2,3.5,14.3
3103,Keith Owens\owenske01,SF,22,LAL,20,0,4.0,0.5,1.6,.281,0.0,0.0,,0.5,1.6,.281,.281,0.4,0.5,.800,0.4,0.4,0.8,0.2,0.3,0.2,0.1,0.6,1.3
3104,Robert Pack\packro01,PG,22,POR,72,0,12.4,1.6,3.8,.423,0.0,0.1,.000,1.6,3.6,.439,.423,1.4,1.8,.803,0.4,0.9,1.3,1.9,0.6,0.1,1.3,1.4,4.6
3105,Robert Parish*\parisro01,C,38,BOS,79,79,28.9,5.9,11.1,.535,0.0,0.0,,5.9,11.1,.535,.535,2.3,2.9,.772,2.8,6.2,8.9,0.9,0.9,1.2,1.7,2.2,14.1
3106,John Paxson\paxsojo01,PG,31,CHI,79,79,24.6,3.3,6.2,.528,0.2,0.6,.273,3.1,5.6,.553,.540,0.4,0.5,.784,0.3,0.9,1.2,3.1,0.6,0.1,0.6,1.8,7.0
3107,Kenny Payne\payneke01,SF,25,PHI,49,3,7.2,1.3,3.0,.448,0.1,0.2,.417,1.2,2.7,.451,.466,0.2,0.3,.692,0.3,0.8,1.1,0.3,0.3,0.2,0.4,0.7,2.9
3108,Gary Payton*\paytoga01,PG,23,SEA,81,79,31.5,4.1,9.1,.451,0.0,0.3,.130,4.0,8.8,.461,.453,1.2,1.8,.669,1.5,2.1,3.6,6.2,1.8,0.3,2.1,3.1,9.4
3109,Will Perdue\perduwi01,C,26,CHI,77,7,13.1,2.0,3.6,.547,0.0,0.0,.500,2.0,3.6,.547,.549,0.6,1.2,.495,1.4,2.6,4.1,1.0,0.2,0.6,0.9,1.7,4.5
3110,Sam Perkins\perkisa01,PF,30,LAL,63,63,37.0,5.7,12.7,.450,0.2,1.1,.217,5.5,11.7,.471,.459,4.8,5.9,.817,3.0,5.8,8.8,2.2,1.0,1.0,1.3,3.0,16.5
3111,Elliot Perry\perryel01,PG,22,TOT,50,0,8.7,1.0,2.6,.380,0.0,0.1,.143,1.0,2.4,.393,.384,0.5,0.8,.659,0.3,0.5,0.8,1.6,0.7,0.1,1.0,0.7,2.5
3112,Elliot Perry\perryel01,PG,22,LAC,10,0,6.6,0.6,1.5,.400,0.0,0.2,.000,0.6,1.3,.462,.400,0.1,0.2,.500,0.2,0.5,0.7,1.4,0.9,0.1,1.3,1.0,1.3
3113,Elliot Perry\perryel01,PG,22,CHH,40,0,9.3,1.1,2.9,.377,0.0,0.1,.200,1.1,2.7,.385,.382,0.7,1.0,.667,0.3,0.5,0.8,1.6,0.6,0.1,0.9,0.7,2.8
3114,Tim Perry\perryti01,PF,26,PHO,80,69,31.0,5.2,9.9,.523,0.0,0.1,.375,5.1,9.8,.525,.525,1.9,2.7,.712,2.6,4.3,6.9,1.7,0.6,1.5,1.8,3.0,12.3
3115,Chuck Person\persoch01,SF,27,IND,81,81,36.1,7.6,15.9,.480,1.6,4.4,.373,6.0,11.5,.520,.531,1.6,2.4,.675,1.4,3.9,5.3,4.7,0.8,0.2,2.7,3.0,18.5
3116,Jim Petersen\peterji01,PF,29,GSW,27,2,6.3,0.7,1.5,.450,0.0,0.1,.000,0.7,1.4,.474,.450,0.3,0.4,.700,0.4,1.2,1.7,0.3,0.2,0.2,0.2,1.3,1.6
3117,Dražen Petrović*\petrodr01,SG,27,NJN,82,82,36.9,8.1,16.0,.508,1.5,3.4,.444,6.6,12.7,.525,.555,2.8,3.5,.808,1.2,2.0,3.1,3.1,1.3,0.1,2.6,3.0,20.6
3118,Bobby Phills\phillbo01,SG,22,CLE,10,0,6.5,1.2,2.8,.429,0.0,0.2,.000,1.2,2.6,.462,.429,0.7,1.1,.636,0.4,0.4,0.8,0.4,0.3,0.1,0.8,0.3,3.1
3119,Ricky Pierce\piercri01,SG,32,SEA,78,78,34.1,7.9,16.7,.475,0.4,1.6,.268,7.5,15.2,.496,.487,5.3,5.8,.916,1.2,1.8,3.0,3.1,1.1,0.3,2.4,2.7,21.7
3120,Ed Pinckney\pincked01,PF,28,BOS,81,36,23.7,2.5,4.7,.537,0.0,0.0,.000,2.5,4.7,.538,.537,2.6,3.1,.812,3.1,3.9,7.0,0.8,0.9,0.7,0.9,2.0,7.6
3121,Scottie Pippen*\pippesc01,SF,26,CHI,82,82,38.6,8.4,16.6,.506,0.2,1.0,.200,8.2,15.6,.525,.511,4.0,5.3,.760,2.3,5.4,7.7,7.0,1.9,1.1,3.1,3.0,21.0
3122,Olden Polynice\polynol01,C,27,LAC,76,65,24.1,3.2,6.2,.519,0.0,0.0,.000,3.2,6.2,.520,.519,1.6,2.6,.622,2.6,4.5,7.1,0.6,0.6,0.3,1.1,2.2,8.1
3123,Dave Popson\popsoda01,PF,27,MIL,5,0,5.2,0.6,1.4,.429,0.0,0.2,.000,0.6,1.2,.500,.429,0.2,0.4,.500,0.4,0.6,1.0,0.6,0.4,0.2,0.8,1.0,1.4
3124,Terry Porter\portete01,PG,28,POR,82,82,34.0,6.4,13.8,.461,1.6,4.0,.395,4.8,9.8,.488,.518,3.8,4.5,.856,0.6,2.5,3.1,5.8,1.5,0.1,2.3,1.9,18.1
3125,Paul Pressey\presspa01,SG,33,SAS,56,7,13.6,1.1,2.9,.373,0.1,0.4,.143,1.0,2.5,.407,.382,0.5,0.7,.683,0.4,1.3,1.7,2.5,0.5,0.3,1.1,1.5,2.7
3126,Mark Price\pricema01,PG,27,CLE,72,72,29.7,6.1,12.5,.488,1.4,3.6,.387,4.7,8.8,.530,.545,3.8,4.0,.947,0.5,1.9,2.4,7.4,1.3,0.2,2.2,1.6,17.3
3127,Kevin Pritchard\pritcke01,PG,24,BOS,11,0,12.4,1.5,3.1,.471,0.0,0.3,.000,1.5,2.8,.516,.471,1.3,1.6,.778,0.1,0.9,1.0,2.7,0.3,0.4,1.0,1.5,4.2
3128,Brian Quinnett\quinnbr01,SG,25,TOT,39,0,8.4,1.1,3.2,.347,0.3,1.1,.317,0.8,2.1,.361,.399,0.4,0.7,.615,0.4,0.9,1.3,0.3,0.4,0.2,0.4,0.8,2.9
3129,Brian Quinnett\quinnbr01,SG,25,NYK,24,0,7.9,1.2,3.0,.384,0.4,1.1,.385,0.8,2.0,.383,.452,0.3,0.6,.571,0.4,0.6,1.0,0.3,0.3,0.3,0.3,0.9,3.1
3130,Brian Quinnett\quinnbr01,SG,25,DAL,15,0,9.1,1.0,3.4,.294,0.2,1.0,.200,0.8,2.4,.333,.324,0.5,0.8,.667,0.5,1.3,1.8,0.3,0.6,0.1,0.5,0.7,2.7
3131,Kurt Rambis\rambiku01,PF,33,PHO,28,5,13.6,1.4,2.9,.463,0.0,0.0,,1.4,2.9,.463,.463,0.5,0.6,.778,0.8,3.0,3.8,1.3,0.4,0.5,0.9,1.6,3.2
3132,Mark Randall\randama01,PF,24,TOT,54,0,8.2,1.3,2.8,.456,0.1,0.3,.188,1.2,2.5,.489,.466,0.6,0.8,.744,0.7,0.6,1.3,0.6,0.2,0.1,0.5,0.7,3.2
3133,Mark Randall\randama01,PF,24,CHI,15,0,4.5,0.7,1.5,.455,0.0,0.1,.000,0.7,1.3,.500,.455,0.4,0.5,.750,0.3,0.3,0.6,0.5,0.0,0.0,0.4,0.5,1.7
3134,Mark Randall\randama01,PF,24,MIN,39,0,9.6,1.5,3.3,.457,0.1,0.4,.214,1.4,2.9,.487,.469,0.7,0.9,.743,0.9,0.7,1.6,0.7,0.3,0.1,0.5,0.8,3.7
3135,Blair Rasmussen\rasmubl01,C,29,ATL,81,61,24.3,4.3,9.0,.478,0.1,0.3,.217,4.2,8.7,.486,.481,0.4,0.5,.750,1.2,3.7,4.9,1.3,0.4,0.6,0.6,2.9,9.0
3136,J.R. Reid\reidjr01,C,23,CHH,51,7,24.6,4.2,8.5,.490,0.0,0.1,.000,4.2,8.5,.493,.490,2.6,3.7,.705,1.9,4.3,6.2,1.6,1.0,0.5,1.6,3.1,11.0
3137,Jerry Reynolds\reynoje01,SG,29,ORL,46,16,25.2,4.3,11.3,.380,0.1,0.5,.125,4.2,10.7,.393,.383,3.4,4.1,.836,1.0,2.2,3.2,3.3,1.4,0.4,2.1,1.5,12.1
3138,Glen Rice\ricegl01,SF,24,MIA,79,79,38.1,8.5,18.1,.469,2.0,5.0,.391,6.5,13.1,.499,.523,3.4,4.0,.836,1.1,3.9,5.0,2.3,1.1,0.4,1.8,2.2,22.3
3139,Pooh Richardson\richapo01,PG,25,MIN,82,82,35.6,7.2,15.4,.466,0.6,1.9,.342,6.5,13.5,.483,.487,1.5,2.2,.691,1.1,2.6,3.7,8.4,1.5,0.3,2.5,1.9,16.5
3140,Mitch Richmond*\richmmi01,SG,26,SAC,80,80,38.7,8.6,18.3,.468,1.3,3.4,.384,7.3,15.0,.486,.503,4.1,5.1,.813,0.8,3.2,4.0,5.1,1.2,0.4,3.1,2.9,22.5
3141,David Rivers\riverda01,PG,27,LAC,15,0,8.1,0.7,2.0,.333,0.0,0.1,.000,0.7,1.9,.345,.333,0.7,0.7,.909,0.7,0.6,1.3,1.4,0.5,0.1,1.1,0.9,2.0
3142,Doc Rivers\riverdo01,PG,30,LAC,59,25,28.1,3.8,9.0,.424,0.4,1.6,.283,3.4,7.5,.454,.448,2.8,3.3,.832,0.4,2.1,2.5,3.9,1.9,0.3,1.6,2.8,10.9
3143,Fred Roberts\roberfr01,PF,31,MIL,80,63,21.8,3.9,8.1,.482,0.2,0.5,.514,3.7,7.6,.480,.497,1.6,2.1,.749,1.3,1.9,3.2,1.5,0.7,0.5,1.5,2.2,9.6
3144,Stanley Roberts\roberst01,C,21,ORL,55,34,20.3,4.3,8.1,.529,0.0,0.0,.000,4.3,8.1,.530,.529,1.8,3.6,.515,2.1,4.1,6.1,0.7,0.4,1.5,1.4,4.0,10.4
3145,Alvin Robertson\roberal01,SG,29,MIL,82,79,30.0,4.8,11.2,.430,0.8,2.6,.319,4.0,8.7,.462,.466,1.8,2.4,.763,2.1,2.1,4.3,4.4,2.6,0.4,2.7,3.2,12.3
3146,Cliff Robinson\robincl01,PF,31,LAL,9,0,8.7,1.2,3.0,.407,0.0,0.1,.000,1.2,2.9,.423,.407,0.8,0.9,.875,0.8,1.3,2.1,1.0,0.6,0.0,0.8,0.4,3.2
3147,Clifford Robinson\robincl02,SF,25,POR,82,7,25.9,4.9,10.4,.466,0.0,0.1,.091,4.8,10.3,.471,.467,2.7,4.0,.664,1.7,3.4,5.1,1.7,1.0,1.3,1.9,3.3,12.4
3148,David Robinson*\robinda01,C,26,SAS,68,68,37.7,8.7,15.8,.551,0.0,0.1,.125,8.7,15.7,.554,.552,5.8,8.3,.701,3.8,8.4,12.2,2.7,2.3,4.5,2.7,3.2,23.2
3149,Larry Robinson\robinla01,SG,24,BOS,1,0,6.0,1.0,5.0,.200,0.0,0.0,,1.0,5.0,.200,.200,0.0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0
3150,Rumeal Robinson\robinru01,PG,25,ATL,81,64,27.4,5.2,11.5,.456,0.4,1.3,.327,4.8,10.2,.472,.474,2.2,3.4,.636,0.8,1.9,2.7,5.5,1.3,0.3,2.5,2.2,13.0
3151,Dennis Rodman*\rodmade01,PF,30,DET,82,80,40.3,4.2,7.7,.539,0.4,1.2,.317,3.8,6.5,.581,.564,1.0,1.7,.600,6.4,12.3,18.7,2.3,0.8,0.9,1.7,3.0,9.8
3152,Tree Rollins\rollitr01,C,36,HOU,59,5,11.8,0.8,1.5,.535,0.0,0.0,,0.8,1.5,.535,.535,0.4,0.5,.867,1.0,1.9,2.9,0.3,0.2,1.1,0.3,1.4,2.0
3153,Donald Royal\royaldo01,SF,25,SAS,60,4,12.0,1.3,3.0,.449,0.0,0.0,,1.3,3.0,.449,.449,1.5,2.2,.692,1.1,1.0,2.1,0.6,0.4,0.1,0.7,1.2,4.2
3154,Delaney Rudd\ruddde01,SG,29,UTA,65,0,8.3,1.2,2.9,.399,0.2,0.7,.234,1.0,2.2,.454,.428,0.5,0.6,.762,0.2,0.6,0.8,1.7,0.2,0.0,0.8,1.0,3.0
3155,Jeff Ruland\rulanje01,C,33,PHI,13,5,16.1,1.5,2.9,.526,0.0,0.0,,1.5,2.9,.526,.526,0.8,1.2,.688,1.2,2.4,3.6,0.4,0.5,0.3,1.5,3.5,3.9
3156,John Salley\sallejo01,PF,27,DET,72,38,24.6,3.5,6.8,.512,0.0,0.0,.000,3.5,6.7,.516,.512,2.6,3.6,.715,1.5,2.6,4.1,1.6,0.7,1.5,1.4,3.1,9.5
3157,Ralph Sampson*\sampsra01,C,31,WSB,10,0,10.8,0.9,2.9,.310,0.0,0.2,.000,0.9,2.7,.333,.310,0.4,0.6,.667,1.1,1.9,3.0,0.4,0.3,0.8,1.0,1.4,2.2
3158,Jeff Sanders\sandeje01,SF,26,ATL,12,0,9.8,1.7,3.8,.444,0.0,0.0,,1.7,3.8,.444,.444,0.6,0.8,.778,0.8,1.4,2.2,0.8,0.4,0.3,0.4,1.3,3.9
3159,Mike Sanders\sandemi01,SF,31,TOT,31,20,20.4,3.0,5.2,.571,0.0,0.1,.333,2.9,5.1,.576,.575,1.2,1.5,.766,0.9,2.2,3.1,1.7,0.8,0.3,0.7,2.7,7.1
3160,Mike Sanders\sandemi01,SF,31,IND,10,0,8.1,1.1,2.2,.500,0.0,0.0,,1.1,2.2,.500,.500,0.5,0.6,.833,0.0,0.8,0.8,1.1,0.2,0.1,0.6,0.8,2.7
3161,Mike Sanders\sandemi01,SF,31,CLE,21,20,26.3,3.9,6.6,.583,0.0,0.1,.333,3.8,6.5,.588,.586,1.5,2.0,.756,1.3,2.9,4.2,2.0,1.0,0.4,0.8,3.6,9.2
3162,Danny Schayes\schayda01,C,32,MIL,43,4,16.9,1.9,4.6,.417,0.0,0.0,,1.9,4.6,.417,.417,1.7,2.2,.771,1.3,2.6,3.9,0.8,0.4,0.4,1.0,2.3,5.6
3163,Steve Scheffler\schefst01,C,24,TOT,11,0,5.5,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.8,1.1,.750,0.9,0.4,1.3,0.0,0.3,0.1,0.1,0.9,1.9
3164,Steve Scheffler\schefst01,C,24,SAC,4,0,3.8,0.5,0.5,1000,0.0,0.0,,0.5,0.5,1000,1000,1.3,1.5,.833,0.5,0.3,0.8,0.0,0.0,0.3,0.0,0.5,2.3
3165,Steve Scheffler\schefst01,C,24,DEN,7,0,6.6,0.6,1.0,.571,0.0,0.0,,0.6,1.0,.571,.571,0.6,0.9,.667,1.1,0.4,1.6,0.0,0.4,0.0,0.1,1.1,1.7
3166,Dwayne Schintzius\schindw01,C,23,SAC,33,0,12.1,1.5,3.5,.427,0.0,0.1,.000,1.5,3.4,.442,.427,0.3,0.4,.833,1.3,2.3,3.6,0.6,0.2,0.8,0.6,2.0,3.3
3167,Detlef Schrempf\schrede01,PF,29,IND,80,4,32.6,6.2,11.6,.536,0.3,0.9,.324,5.9,10.7,.554,.549,4.6,5.5,.828,2.5,7.1,9.6,3.9,0.8,0.5,2.4,3.6,17.3
3168,Byron Scott\scottby01,SG,30,LAL,82,82,32.7,5.6,12.3,.458,0.7,1.9,.344,5.0,10.3,.479,.485,3.0,3.5,.838,0.9,2.9,3.8,2.8,1.3,0.3,1.5,1.7,14.9
3169,Dennis Scott\scottde01,SF,23,ORL,18,15,33.8,7.4,18.4,.402,1.6,4.9,.326,5.8,13.4,.430,.446,3.6,3.9,.901,0.8,2.9,3.7,1.9,1.1,0.5,1.7,2.7,19.9
3170,Rony Seikaly\seikaro01,C,26,MIA,79,78,35.4,5.9,12.0,.489,0.0,0.0,.000,5.9,11.9,.490,.489,4.7,6.4,.733,3.9,7.9,11.8,1.4,0.5,1.5,2.7,3.5,16.4
3171,Brad Sellers\sellebr01,PF,29,DET,43,1,5.3,1.0,2.0,.466,0.0,0.0,.000,1.0,2.0,.471,.466,0.5,0.6,.769,0.3,0.6,1.0,0.3,0.0,0.2,0.3,0.5,2.4
3172,Charles Shackleford\shackch01,C,25,PHI,72,62,19.4,2.8,5.9,.486,0.0,0.0,.000,2.8,5.8,.487,.486,0.9,1.3,.663,2.0,3.8,5.8,0.6,0.5,0.7,0.9,2.8,6.6
3173,Brian Shaw\shawbr01,PG,25,TOT,63,26,22.6,3.3,8.1,.407,0.1,0.4,.217,3.2,7.8,.416,.412,1.1,1.4,.791,0.8,2.4,3.2,4.0,0.9,0.3,1.6,1.8,7.9
3174,Brian Shaw\shawbr01,PG,25,BOS,17,3,25.6,4.1,9.6,.427,0.0,0.4,.000,4.1,9.2,.446,.427,2.1,2.4,.875,0.6,3.4,4.1,5.2,0.7,0.6,1.9,1.7,10.3
3175,Brian Shaw\shawbr01,PG,25,MIA,46,23,21.5,3.0,7.6,.398,0.1,0.3,.313,2.9,7.2,.402,.405,0.8,1.1,.725,0.8,2.1,2.9,3.5,1.0,0.3,1.5,1.9,7.0
3176,Lionel Simmons\simmoli01,SF,23,SAC,78,78,37.1,6.8,14.9,.454,0.0,0.1,.200,6.7,14.8,.455,.454,3.6,4.7,.770,1.9,6.2,8.1,4.3,1.7,1.7,2.8,2.6,17.1
3177,Scott Skiles\skilesc01,PG,27,ORL,75,63,31.7,4.8,11.6,.414,1.2,3.3,.364,3.6,8.2,.434,.466,3.3,3.7,.895,0.5,2.2,2.7,7.3,1.0,0.1,3.1,2.5,14.1
3178,Charles Smith\smithch01,SF,26,LAC,49,25,26.7,5.1,11.0,.466,0.0,0.1,.000,5.1,10.9,.471,.466,4.3,5.5,.785,1.9,4.2,6.1,1.1,0.8,2.0,1.4,3.2,14.6
3179,Doug Smith\smithdo03,PF,22,DAL,76,32,22.5,3.8,9.2,.415,0.0,0.1,.000,3.8,9.1,.421,.415,1.2,1.6,.736,1.7,3.4,5.1,1.7,0.8,0.4,1.3,3.4,8.8
3180,Kenny Smith\smithke01,PG,26,HOU,81,80,33.8,5.3,11.2,.475,0.7,1.7,.394,4.7,9.5,.489,.504,2.7,3.1,.866,0.4,1.8,2.2,6.9,1.3,0.1,2.8,1.4,14.0
3181,LaBradford Smith\smithla02,SG,22,WSB,48,5,14.8,2.1,5.1,.407,0.0,0.4,.095,2.0,4.7,.436,.411,0.9,1.2,.804,0.6,1.1,1.7,2.1,0.9,0.0,1.3,2.0,5.1
3182,Larry Smith\smithla01,PF,34,HOU,45,7,17.8,1.1,2.0,.543,0.0,0.0,.000,1.1,2.0,.549,.543,0.1,0.2,.364,2.4,3.3,5.7,0.7,0.5,0.2,1.0,2.7,2.3
3183,Otis Smith\smithot01,SG,28,ORL,55,5,15.9,2.1,5.8,.365,0.1,0.4,.381,2.0,5.4,.364,.377,1.3,1.7,.769,0.7,1.4,2.1,1.0,0.7,0.2,1.1,1.5,5.6
3184,Steve Smith\smithst01,SG,22,MIA,61,59,29.6,4.9,10.7,.454,0.7,2.0,.320,4.2,8.7,.486,.485,1.6,2.1,.748,1.3,1.8,3.1,4.6,1.0,0.3,2.5,2.7,12.0
3185,Tony Smith\smithto02,PG,23,LAL,63,0,13.0,1.8,4.5,.399,0.0,0.2,.000,1.8,4.3,.415,.399,0.8,1.2,.653,0.5,0.7,1.2,1.7,0.6,0.1,0.8,1.4,4.4
3186,Rik Smits\smitsri01,C,25,IND,74,55,23.9,5.9,11.6,.510,0.0,0.0,.000,5.9,11.5,.511,.510,2.1,2.6,.788,1.7,4.0,5.6,1.6,0.4,1.4,1.8,3.1,13.8
3187,Mike Smrek\smrekmi01,C,29,GSW,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
3188,Rory Sparrow\sparrro01,PG,33,TOT,46,0,10.6,1.3,3.3,.384,0.1,0.3,.200,1.2,3.0,.404,.394,0.2,0.3,.615,0.1,0.5,0.6,1.8,0.3,0.1,0.7,1.2,2.8
3189,Rory Sparrow\sparrro01,PG,33,CHI,4,0,4.5,0.3,2.0,.125,0.3,0.5,.500,0.0,1.5,.000,.188,0.0,0.0,,0.0,0.3,0.3,1.0,0.0,0.0,0.5,0.5,0.8
3190,Rory Sparrow\sparrro01,PG,33,LAL,42,0,11.2,1.4,3.4,.399,0.0,0.3,.154,1.3,3.1,.423,.406,0.2,0.3,.615,0.1,0.6,0.6,1.9,0.3,0.1,0.7,1.3,3.0
3191,Felton Spencer\spencfe01,C,24,MIN,61,54,24.3,2.3,5.4,.426,0.0,0.0,,2.3,5.4,.426,.426,2.0,2.9,.691,2.7,4.4,7.1,0.9,0.4,1.3,1.1,4.0,6.6
3192,John Starks\starkjo01,SG,26,NYK,82,0,25.8,4.9,11.0,.449,1.1,3.3,.348,3.8,7.7,.492,.501,2.9,3.7,.778,0.5,1.8,2.3,3.4,1.3,0.2,1.8,2.8,13.9
3193,Larry Stewart\stewala01,PF,23,WSB,76,43,29.3,4.0,7.8,.514,0.0,0.0,.000,4.0,7.7,.516,.514,2.5,3.1,.807,2.4,3.5,5.9,1.6,0.7,0.6,1.5,3.0,10.4
3194,John Stockton*\stockjo01,PG,29,UTA,82,82,36.6,5.5,11.5,.482,1.0,2.5,.407,4.5,9.0,.503,.527,3.8,4.5,.842,0.8,2.5,3.3,13.7,3.0,0.3,3.5,2.9,15.8
3195,Rod Strickland\stricro02,PG,25,SAS,57,54,36.0,5.3,11.6,.455,0.1,0.3,.333,5.2,11.3,.458,.459,3.2,4.6,.687,1.6,3.0,4.6,8.6,2.1,0.3,2.8,2.1,13.8
3196,Derek Strong\stronde01,PF,23,WSB,1,0,12.0,0.0,4.0,.000,0.0,0.0,,0.0,4.0,.000,.000,3.0,4.0,.750,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,3.0
3197,Lamont Strothers\strotla01,SG,23,POR,4,0,4.3,1.0,3.0,.333,0.0,0.5,.000,1.0,2.5,.400,.333,0.5,1.0,.500,0.3,0.0,0.3,0.3,0.3,0.3,0.5,0.5,2.5
3198,Jon Sundvold\sundvjo01,PG,30,MIA,3,0,2.7,0.3,1.0,.333,0.3,0.3,1000,0.0,0.7,.000,.500,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,1.0
3199,Greg Sutton\suttogr01,PG,24,SAS,67,2,9.0,1.4,3.6,.388,0.4,1.3,.292,1.0,2.3,.444,.442,0.5,0.7,.756,0.1,0.6,0.7,1.4,0.4,0.1,1.0,1.7,3.7
3200,Terry Teagle\teaglte01,SG,31,LAL,82,0,19.5,4.4,9.8,.452,0.0,0.0,.250,4.4,9.8,.453,.453,1.8,2.4,.766,1.1,1.1,2.2,1.4,0.8,0.1,1.4,1.8,10.7
3201,Carl Thomas\thomaca01,SG,22,SAC,1,0,31.0,5.0,12.0,.417,1.0,2.0,.500,4.0,10.0,.400,.458,1.0,2.0,.500,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,12.0
3202,Charles Thomas\thomach01,SG,22,DET,36,0,4.3,0.5,1.4,.353,0.1,0.5,.118,0.4,0.9,.471,.373,0.3,0.4,.667,0.2,0.4,0.6,0.6,0.1,0.0,0.5,0.6,1.3
